idx,replacements_visual,replacements_phonetic,replacements_typo
273,"[('observe', 'obseᛚve')]","[('observe', 'observ')]","[('observe', 'bserve')]"
274,"[('characteristic', 'Ⅽharᾼcƚer༏stiᏝ')]","[('characteristic', 'caracterresctic')]","[('characteristic', 'characterisic')]"
275,"[('utilize', 'utiіize')]","[('utilize', 'utillis')]","[('utilize', 'utiize')]"
276,"[('care', 'Ꮯare')]","[('care', 'chare')]","[('care', 'crae')]"
277,"[('analysis', 'anaɭysis')]","[('analysis', 'analeceis')]","[('analysis', 'aalysis')]"
278,"[('dark', 'Ὸark')]","[('dark', 'darrk')]","[('dark', 'dak')]"
279,"[('environments', 'en٧ironmeղts')]","[('environments', 'eneveirongments')]","[('environments', 'en]vi=ron,ment<s')]"
280,"[('along', 'alՕng')]","[('along', 'aleong')]","[('along', 'aonlg')]"
281,"[('denoiser', 'đēnóiſǝŗ')]","[('denoiser', 'dynoiser')]","[('denoiser', 'den9iser')]"
282,"[('data', 'ⅾaǂa')]","[('data', 'datah')]","[('data', 'dtaa')]"
283,"[('based', 'þəsed')]","[('based', 'beased')]","[('based', 'besad')]"
284,"[('gradient', 'grådieŉt')]","[('gradient', ""gradiant'"")]","[('gradient', 'gradiebt')]"
285,"[('perturbations', 'peŗtuᶮϸatlons')]","[('perturbations', 'perghturbhatiokns')]","[('perturbations', 'putoeanrtirbs')]"
286,"[('boundary', 'boundՅry')]","[('boundary', 'beounddary')]","[('boundary', 'braduony')]"
287,"[('pion', 'pɪǒᴺ')]","[('pion', ""pion'"")]","[('pion', ';ion')]"
288,"[('tabular', 'tabulӨr')]","[('tabular', 'tabular')]","[('tabular', 'tabualr')]"
289,"[('ranging', 'raຖginខ')]","[('ranging', 'ranndging')]","[('ranging', 'rngniag')]"
290,"[('strong', 's⤈rong')]","[('strong', 'strang')]","[('strong', 'st{r]o`ng')]"
291,"[('tasks', 'tâsks')]","[('tasks', 'ttasks')]","[('tasks', 'tksas')]"
292,"[('required', 'requireԂ')]","[('required', 'rreqwired')]","[('required', 'require|d')]"
293,"[('symbolic', 'symboliс')]","[('symbolic', 'ssimbolic')]","[('symbolic', '>s*ymbolic')]"
294,"[('processes', 'pᛚฎceⴃseʂ')]","[('processes', 'prosescees')]","[('processes', 'proesses')]"
295,"[('categories', 'ᏝateⲂories')]","[('categories', 'caghteggories')]","[('categories', 'categorie')]"
296,"[('external', 'extḛrրal')]","[('external', 'ekternil')]","[('external', '_extern^al')]"
297,"[('time', 'tiⅿe')]","[('time', 'ttime')]","[('time', 'ime')]"
298,"[('techniques', 'techȠiqυes')]","[('techniques', 'teacniques')]","[('techniques', 'tchniques')]"
299,"[('performance', 'peŕfᴐrᴟañce')]","[('performance', 'performancee')]","[('performance', 'Perfomance')]"
300,"[('published', 'pubⅠished')]","[('published', 'publleshed')]","[('published', 'publshed')]"
301,"[('spark', 'sparₖ')]","[('spark', 'sparke')]","[('spark', ""s'ark"")]"
302,"[('minimal', 'ɰࠨⁿimal')]","[('minimal', 'mínimal')]","[('minimal', 'min8mao')]"
303,"[('notion', 'notioᴺ')]","[('notion', 'notione')]","[('notion', 'jotuon')]"
304,"[('exploration', 'explоration')]","[('exploration', 'expleouratiun')]","[('exploration', 'e]xplo;r*ati`on')]"
305,"[('simplified', 'sîmpłíḟîed')]","[('simplified', 'symplifyed')]","[('simplified', 'sim0lifurd')]"
306,"[('especially', 'espeqially')]","[('especially', 'esspacially')]","[('especially', 'espcially')]"
307,"[('units', 'unlts')]","[('units', 'eunits')]","[('units', 'uns')]"
308,"[('essential', 'ѐssent≀al')]","[('essential', 'astencial')]","[('essential', 'esstial')]"
309,"[('challenge', 'chѳllenge')]","[('challenge', 'challahnge')]","[('challenge', '.ch+a.llenge')]"
310,"[('comparable', 'coռᥝaràble')]","[('comparable', 'ckompearabl')]","[('comparable', 'comp|arable')]"
311,"[('spinless', 'spinlʙss')]","[('spinless', 'spinless')]","[('spinless', 'spin%les?s')]"
312,"[('surface', 'surfѳce')]","[('surface', 'surfoce')]","[('surface', 'surfa+ce')]"
313,"[('points', 'pöints')]","[('points', 'pointes')]","[('points', 'popints')]"
314,"[('strategy', 'stɚategy')]","[('strategy', 'streatesiy')]","[('strategy', 'sgeartty')]"
315,"[('relates', 'relateⱾ')]","[('relates', 'rylates')]","[('relates', 're~la;t]es')]"
316,"[('capture', 'cөpturB')]","[('capture', 'cappteure')]","[('capture', 'captur')]"
317,"[('energy', 'enerԑy')]","[('energy', 'eanneergy')]","[('energy', 'en+ergy')]"
318,"[('data', 'dʚta')]","[('data', 'date')]","[('data', 'da;ta')]"
319,"[('always', 'alwaỶs')]","[('always', ""allway's"")]","[('always', '[[Allways')]"
320,"[('current', 'cuᶉrθnt')]","[('current', 'currunt')]","[('current', 'crneurt')]"
321,"[('model', 'ₘodel')]","[('model', 'madel')]","[('model', 'mode*l')]"
322,"[('angles', 'anglȢs')]","[('angles', 'anggles')]","[('angles', 'ang>l>e^s')]"
323,"[('replaced', 'replaԵed')]","[('replaced', 'replast')]","[('replaced', 'replacd')]"
324,"[('tighter', 'tigԧter')]","[('tighter', 'tieghter')]","[('tighter', '^tig`hte%r')]"
325,"[('pair', 'paiᥒ')]","[('pair', 'paire')]","[('pair', 'piar')]"
326,"[('powder', 'ᴆowdeᶯ')]","[('powder', 'poweder')]","[('powder', 'pwder')]"
327,"[('behavior', 'behavỊor')]","[('behavior', 'behayvyor')]","[('behavior', 'bevhiaor')]"
328,"[('somewhat', 'soɳēwhat')]","[('somewhat', 'somewhad')]","[('somewhat', ""so'me)what"")]"
329,"[('based', 'basѐɑ')]","[('based', 'bbased')]","[('based', 'bsaed')]"
330,"[('pfdm', 'ƥfᶁm')]","[('pfdm', 'fomb')]","[('pfdm', 'pfem')]"
331,"[('significantly', 'significanʈly')]","[('significantly', 'ssigknificanntlly')]","[('significantly', 'sfinicnlitgay')]"
332,"[('structures', 'ѕtructures')]","[('structures', 'steructscurs')]","[('structures', 'st[ructu)res')]"
333,"[('mean', 'm⋸aṃ')]","[('mean', 'meean')]","[('mean', 'mea-n')]"
334,"[('along', 'alonƐ')]","[('along', 'alon')]","[('along', 'anolg')]"
335,"[('predictions', 'prʚđictiònₛ')]","[('predictions', 'predictionis')]","[('predictions', 'pred8ctions')]"
336,"[('challenging', 'chaӏlenging')]","[('challenging', 'tiallonging')]","[('challenging', 'chllenging')]"
337,"[('interaction', 'interactiОn')]","[('interaction', 'inntouracscon')]","[('interaction', 'inte`rac,tion')]"
338,"[('influencers', 'influeṛcers')]","[('influencers', 'infuleneusers')]","[('influencers', 'infuencer')]"
339,"[('determinant', 'deteґminȧnt')]","[('determinant', 'deedermminanth')]","[('determinant', 'dterminant')]"
340,"[('evaluations', 'ęvaluḂţionṣ')]","[('evaluations', 'evaluationse')]","[('evaluations', 'eaitulvonas')]"
341,"[('methods', 'metիods')]","[('methods', 'metheods')]","[('methods', 'mehods')]"
342,"[('classes', 'cᒧa⋨Ꮪᏼs')]","[('classes', 'classez')]","[('classes', 'clseass')]"
343,"[('potential', 'ჸotential')]","[('potential', ""potential'"")]","[('potential', 'potentil')]"
344,"[('guide', 'gսide')]","[('guide', 'guid')]","[('guide', 'gui=de')]"
345,"[('estimated', 'єstimaȶed')]","[('estimated', 'estimeyteed')]","[('estimated', 'estmated')]"
346,"[('rather', 'ŕǡṱₕêr')]","[('rather', 'rathere')]","[('rather', '[[rathen')]"
347,"[('bridge', 'br⦋dge')]","[('bridge', 'beridge')]","[('bridge', 'brdgie')]"
348,"[('technique', 'techniquө')]","[('technique', 'tekhnique')]","[('technique', 'tchnique')]"
349,"[('heisenberg', 'ₕeiseņberg')]","[('heisenberg', 'hysongbre')]","[('heisenberg', 'heusenbetf')]"
350,"[('model', 'ₘodₑl')]","[('model', ""moddle'sl"")]","[('model', 'modle')]"
351,"[('inclusive', 'inclʉsive')]","[('inclusive', 'inclusivele')]","[('inclusive', 'inclusiv')]"
352,"[('fusion', 'fusiՃn')]","[('fusion', 'foosion')]","[('fusion', ""f-u's*ion"")]"
353,"[('paper', 'paҏer')]","[('paper', 'paiper')]","[('paper', 'pepar')]"
354,"[('scalable', 'sca⟧able')]","[('scalable', 'scalble')]","[('scalable', 'sca$l(a?ble')]"
355,"[('scheduling', 'schεԁuɭing')]","[('scheduling', 'scheddulling')]","[('scheduling', 's*cheduli,ng')]"
356,"[('shown', 'showի')]","[('shown', 'shownn')]","[('shown', 'sowhn')]"
357,"[('equivalent', 'eqՎІvaḻent')]","[('equivalent', 'eqwivalunet')]","[('equivalent', 'elvuqnaeit')]"
358,"[('slight', 'sligĥₜ')]","[('slight', ""slight'"")]","[('slight', 'sligth')]"
359,"[('scales', 'scaկes')]","[('scales', 'scals')]","[('scales', 'sealcs')]"
360,"[('vehicles', 'vehicleṢ')]","[('vehicles', 'veheciles')]","[('vehicles', 'vclheies')]"
361,"[('inside', 'insiἁe')]","[('inside', 'insid')]","[('inside', 'inide')]"
362,"[('conditioned', 'condiṫi⊏ned')]","[('conditioned', 'ckonditiuned')]","[('conditioned', 'cnentodiiod')]"
363,"[('physical', 'Ⴉhysical')]","[('physical', 'pheysicol')]","[('physical', '<phys(i+cal')]"
364,"[('program', 'progra໗')]","[('program', 'prreogrim')]","[('program', 'prragom')]"
365,"[('characterized', 'characterize₫')]","[('characterized', 'ckaracthereized')]","[('characterized', 'caeirceztrhad')]"
366,"[('establish', '⋷зƚab⦋ish')]","[('establish', 'estableti')]","[('establish', 'esablish')]"
367,"[('recent', 'ɾecent')]","[('recent', 'rezent')]","[('recent', 'recents')]"
368,"[('needs', 'neeṕs')]","[('needs', 'neds')]","[('needs', ""n'eeds"")]"
369,"[('domain', 'domaⅠn')]","[('domain', 'dommain')]","[('domain', 'doain')]"
370,"[('first', 'firsȶ')]","[('first', 'firrst')]","[('first', 'frst')]"
371,"[('synthetic', 'ᷤyntheţĩc')]","[('synthetic', ""synthetick'"")]","[('synthetic', 'Syntetic')]"
372,"[('nutshell', 'nuᴛsheᶅl')]","[('nutshell', 'nutshel')]","[('nutshell', 'nutsheel')]"
373,"[('types', 'typeѮ')]","[('types', 'typec')]","[('types', 'tpyes')]"
374,"[('illusion', 'ḹllusіon')]","[('illusion', 'illusione')]","[('illusion', 'isoiluln')]"
375,"[('large', 'larǥe')]","[('large', ""large'"")]","[('large', 'l;a|rge')]"
376,"[('difference', 'ῄiſfėᛚence')]","[('difference', 'differons')]","[('difference', 'differece')]"
377,"[('rectangular', 're▢tangular')]","[('rectangular', 'ractanggulor')]","[('rectangular', 'rectagular')]"
378,"[('safety', 'səfety')]","[('safety', 'pashity')]","[('safety', 'setfay')]"
379,"[('robot', 'rǫboƭ')]","[('robot', 'robat')]","[('robot', 'robo')]"
380,"[('turn', 'tuɽn')]","[('turn', 'terne')]","[('turn', 'trun')]"
381,"[('pulses', 'pulse⫓')]","[('pulses', 'ppulses')]","[('pulses', 'puses')]"
382,"[('sdss', 's₫sՏ')]","[('sdss', 'sdss')]","[('sdss', '@sdss')]"
383,"[('resistive', 'rešiſtive')]","[('resistive', 'resistivel')]","[('resistive', 'redist8be')]"
384,"[('match', 'ɱaƗϲⱨ')]","[('match', 'mmatch')]","[('match', 'mtch')]"
385,"[('design', 'desỈgn')]","[('design', 'desaegn')]","[('design', 'dgsien')]"
386,"[('empirical', 'empi∩ical')]","[('empirical', 'emepiricall')]","[('empirical', 'em/p_i!rical')]"
387,"[('cluster', 'clus☦er')]","[('cluster', 'clesteer')]","[('cluster', 'clsetur')]"
388,"[('perspective', 'peɍᵴpĕcₜiᵥe')]","[('perspective', 'perspectivy')]","[('perspective', 'perspect')]"
389,"[('percent', 'percenߙ')]","[('percent', 'persent')]","[('percent', 'percen')]"
390,"[('directly', 'dὶrectly')]","[('directly', 'direckedly')]","[('directly', 'dertcily')]"
391,"[('expected', 'expϱcteɖ')]","[('expected', 'eqpeected')]","[('expected', 'expeted')]"
392,"[('diagnose', 'điagɴose')]","[('diagnose', ""diagnose'"")]","[('diagnose', 'dlagnice')]"
393,"[('across', 'ac༼oss')]","[('across', 'acreoss')]","[('across', 'ascros')]"
394,"[('particular', 'par⤈iοu⟧Ƌr')]","[('particular', 'particulér')]","[('particular', 'pa|r:ticul%ar')]"
395,"[('closely', 'close⅃y')]","[('closely', 'cloesely')]","[('closely', 'ceolsly')]"
396,"[('friction', 'ᶂriction')]","[('friction', 'frrictien')]","[('friction', 'frictin')]"
397,"[('primarily', 'priղѲrily')]","[('primarily', 'primmarilly')]","[('primarily', '_p*rimarily')]"
398,"[('quantity', 'quantiƗy')]","[('quantity', 'queuantitie')]","[('quantity', 'qiuatnty')]"
399,"[('data', 'dat⊟')]","[('data', 'deata')]","[('data', 'ata')]"
400,"[('also', 'alsɑ')]","[('also', 'halso')]","[('also', 'a&lso')]"
401,"[('particle', 'parߙicle')]","[('particle', 'pahrtocle')]","[('particle', 'partile')]"
402,"[('resolution', 'ŕesoƚuₜìon')]","[('resolution', 'resylution')]","[('resolution', 'res0lution')]"
403,"[('refinement', 'ʴefinement')]","[('refinement', 'refinimente')]","[('refinement', 'reg9nemejt')]"
404,"[('furthermore', 'furtheրmore')]","[('furthermore', 'ferthermmore')]","[('furthermore', 'furthermoe')]"
405,"[('structure', 's⤈ructure')]","[('structure', 'sttructur')]","[('structure', 'strucure')]"
406,"[('applications', '⊟ppl༐cat≀⩂ns')]","[('applications', 'agppllicetions')]","[('applications', 'atcinlpoiaps')]"
407,"[('setting', 'sețtਿng')]","[('setting', ""setting'"")]","[('setting', 'Seting')]"
408,"[('models', 'ռoᾐels')]","[('models', 'moddles')]","[('models', 'mode-l=s')]"
409,"[('various', 'vərious')]","[('various', 'variouz')]","[('various', 'vouaris')]"
410,"[('approach', 'aрŊrϲach')]","[('approach', 'approasc')]","[('approach', 'aproach')]"
411,"[('randomized', 'randoრized')]","[('randomized', 'raghndomized')]","[('randomized', 'rezndoimad')]"
412,"[('radical', 'ᛚądical')]","[('radical', 'Ardical')]","[('radical', 'radicl')]"
413,"[('unit', 'unɪt')]","[('unit', 'unit')]","[('unit', 'uint')]"
414,"[('performance', 'peɾ㎌orₘâᶇℂe')]","[('performance', 'performanceus')]","[('performance', 'perfermonce')]"
415,"[('considering', 'çonsideɍing')]","[('considering', ""considering'"")]","[('considering', 'Considersing')]"
416,"[('fractional', '㎌ȓàctiônal')]","[('fractional', 'fractionall')]","[('fractional', 'ffzvtional')]"
417,"[('weather', 'weatҺer')]","[('weather', 'wether')]","[('weather', 'weate')]"
418,"[('learning', 'learⁿinğ')]","[('learning', 'learninge')]","[('learning', 'learnin')]"
419,"[('empirical', 'empⳙrical')]","[('empirical', 'ehmppirical')]","[('empirical', 'emirical')]"
420,"[('type', 'typɵ')]","[('type', 'typ')]","[('type', 'tpye')]"
421,"[('toric', 'torᶖc')]","[('toric', 'toric')]","[('toric', 'toirc')]"
422,"[('workforce', 'workfoηce')]","[('workforce', 'whorkforrce')]","[('workforce', 'wkrocrfoe')]"
423,"[('addressing', 'addrʚssing')]","[('addressing', ""addressing'"")]","[('addressing', 'addressujh')]"
424,"[('curvature', 'cuᴹvatuႰe')]","[('curvature', 'curvateur')]","[('curvature', 'curvatur')]"
425,"[('identifying', 'identiẜying')]","[('identifying', 'idesnttafying')]","[('identifying', 'identifyig')]"
426,"[('consensus', 'ℂoߒseɳsus')]","[('consensus', 'consenges')]","[('consensus', 'cunenssos')]"
427,"[('however', 'howeᴠer')]","[('however', 'howerve')]","[('however', 'howeve')]"
428,"[('chosen', 'cҺosen')]","[('chosen', 'chastene')]","[('chosen', 'chsen')]"
429,"[('analogous', 'anaƚoĝouſ')]","[('analogous', 'anailogus')]","[('analogous', 'ajx,ogous')]"
430,"[('numbers', 'numḇβrs')]","[('numbers', 'numbbeerz')]","[('numbers', 'numbes')]"
431,"[('milgrom', 'ᶆilgrom')]","[('milgrom', 'milgrom')]","[('milgrom', 'm\\ilgrom')]"
432,"[('bounded', 'ɓounded')]","[('bounded', 'bownded')]","[('bounded', 'bendoud')]"
433,"[('lack', 'lãck')]","[('lack', 'lacqued')]","[('lack', 'laco')]"
434,"[('transition', 'tr8ᥟsiţion')]","[('transition', 'tragnsetion')]","[('transition', 'tsrationin')]"
435,"[('conditions', 'condⅠtions')]","[('conditions', ""condition'sl"")]","[('conditions', ""/condi%t<io'n`s"")]"
436,"[('extend', 'extѳnd')]","[('extend', 'eaxttend')]","[('extend', 'eetnxd')]"
437,"[('solutions', 'soluƗiᴅns')]","[('solutions', 'soleutionts')]","[('solutions', 'soluti(ons')]"
438,"[('loss', 'lםss')]","[('loss', 'los')]","[('loss', 'oss')]"
439,"[('query', 'Ըuery')]","[('query', 'quiry')]","[('query', 'qeruy')]"
440,"[('communication', 'communicaⰀion')]","[('communication', ""communication'"")]","[('communication', 'communicaton')]"
441,"[('method', 'meǂhod')]","[('method', 'methéd')]","[('method', 'mohted')]"
442,"[('show', 'ßħow')]","[('show', 'showa')]","[('show', 'schow')]"
443,"[('available', 'avɵilable')]","[('available', 'avalabble')]","[('available', 'availabl')]"
444,"[('planner', 'plვnner')]","[('planner', 'planer')]","[('planner', 'plneanr')]"
445,"[('fractional', 'fraℂtioñał')]","[('fractional', 'fractionalp')]","[('fractional', 'fradtiknal')]"
446,"[('propose', 'prοpose')]","[('propose', 'propos')]","[('propose', 'psprooe')]"
447,"[('torsion', 'torsľon')]","[('torsion', 'taughrsion')]","[('torsion', 'troison')]"
448,"[('detailed', 'detaileứ')]","[('detailed', 'deetailed')]","[('detailed', 'det=a}iled')]"
449,"[('positive', 'positi۸e')]","[('positive', 'pposichtive')]","[('positive', 'psitie')]"
450,"[('motor', 'motOr')]","[('motor', 'motore')]","[('motor', 'mtoor')]"
451,"[('excursions', 'Ȣ⨰oursionᶊ')]","[('excursions', 'excursionse')]","[('excursions', 'eoixncrsus')]"
452,"[('conjugation', 'οonjugation')]","[('conjugation', 'ckonedsiugation')]","[('conjugation', 'conjgation')]"
453,"[('charmed', 'charmeƌ')]","[('charmed', ""charmeded'"")]","[('charmed', 'cnarmed')]"
454,"[('reinforcement', 'rЄinforcement')]","[('reinforcement', 'reinforcmeant')]","[('reinforcement', 'rein%forcement')]"
455,"[('effectively', 'effectiѴe⟧y')]","[('effectively', 'effectively')]","[('effectively', 'effectivel')]"
456,"[('systems', 'systeɰs')]","[('systems', ""systems'"")]","[('systems', 'Systens')]"
457,"[('wavelength', 'w8velengțՒ')]","[('wavelength', 'wavelength')]","[('wavelength', 'wavelen\\gth')]"
458,"[('finite', '㎌initĕ')]","[('finite', 'fincity')]","[('finite', 'fibite')]"
459,"[('block', 'blocⲕ')]","[('block', 'bblock')]","[('block', 'blok')]"
460,"[('several', 'severa]')]","[('several', 'civural')]","[('several', 'srveeal')]"
461,"[('paper', 'рaper')]","[('paper', 'papper')]","[('paper', 'paepr')]"
462,"[('dead', 'deaȮ')]","[('dead', 'deadd')]","[('dead', 'd?ead')]"
463,"[('different', 'dᒨfferenʈ')]","[('different', 'differannt')]","[('different', 'diferent')]"
464,"[('dynamics', 'Ⱊynami□s')]","[('dynamics', 'deynagmics')]","[('dynamics', 'dcanmyis')]"
465,"[('nash', 'naჽh')]","[('nash', ""nash'"")]","[('nash', 'nsah')]"
466,"[('enhanced', 'eᴺhanced')]","[('enhanced', 'inhanceded')]","[('enhanced', 'enhamced')]"
467,"[('uniform', 'unḻforທ')]","[('uniform', 'uneiform')]","[('uniform', 'u{ni{f_or""m')]"
468,"[('elimination', 'eliminaᵮion')]","[('elimination', 'ellimindationn')]","[('elimination', 'elimnation')]"
469,"[('ones', '໐nes')]","[('ones', 'ounes')]","[('ones', 'o;nes')]"
470,"[('show', 'sh▢w')]","[('show', 'schow')]","[('show', 'sohw')]"
471,"[('nondeterministic', 'nondetermiɽistic')]","[('nondeterministic', 'nondeterministic')]","[('nondeterministic', ',nondet$erm(inis@tic')]"
472,"[('search', 'sɵaրch')]","[('search', 'stearch')]","[('search', 'earch')]"
473,"[('undecidability', 'undecidɵbilⅠty')]","[('undecidability', 'undecidability')]","[('undecidability', 'un#de-c=id<ab<i$lity')]"
474,"[('imposes', 'iɯpoſes')]","[('imposes', 'imposeses')]","[('imposes', 'impoees')]"
475,"[('surface', 'surfaсe')]","[('surface', 'surfats')]","[('surface', 'srufcae')]"
476,"[('tree', 'trвe')]","[('tree', 'teree')]","[('tree', '=tr)ee')]"
477,"[('eopl', 'eopע')]","[('eopl', 'eopl')]","[('eopl', 'eop#l')]"
478,"[('flow', 'floĲ')]","[('flow', 'fllow')]","[('flow', 'flo=w')]"
479,"[('identity', 'ịdeիtіty')]","[('identity', 'idapntity')]","[('identity', 'ientity')]"
480,"[('first', 'firѕt')]","[('first', 'firste')]","[('first', 'frst')]"
481,"[('need', 'neeȰ')]","[('need', 'neaed')]","[('need', 'ned')]"
482,"[('fairness', 'fâiᵲness')]","[('fairness', 'foirness')]","[('fairness', 'fairnesw')]"
