clean,perturbed,legibility_score,legible
newly,nƶաły,0.17564447,
retailers,օɵǂaileřs,0.268961,
retailers,řʀtaileѓօ,0.4910511,
presence,ųrɵoencʉ,-1.9054053,
presence,òreӟʙnoϲ,-2.8868232,
commissions,cöǊmisɵioǹϩ,-0.46402496,
commissions,ooփmĭԍšions,-0.8636895,
sanyo,sanАօ,-0.19773579,
sanyo,saoЧo,-0.5328371,
judge,ĵudge,3.2166789,
judge,juɒMe,-2.13251,
difficulties,diff;cuɬtiՃs,0.052433766,
difficulties,difficuĺ(ièɛ,1.4605002,
wants,φaґճs,-2.2777638,
wants,waĥts,0.5854697,
saver,caʉer,0.48599666,
saver,sâԕɵr,0.0603998,
digest,áigɵst,1.4092774,
digest,dɪgest,2.5750597,
grammar,ɡéamшar,-1.4289945,
grammar,Ncammɑʀ,-0.9081637,
ratios,ratīos,3.2357037,
ratios,rætios,0.8695738,
accessory,accesɘoɾy,2.2061934,
accessory,ǎccessory,4.363316,
filling,fílїǽґg,-0.99449426,
filling,filìiɦǥ,1.9284247,
summaries,suώmariɵɛ,0.32708105,
summaries,sûmԽariɛs,0.95726025,
holes,hɒies,-0.70438784,
holes,ƞoles,0.740127,
survival,survΦval,1.7399375,
survival,sǙɦvival,-0.13407944,
incredible,incɦedible,1.968353,
incredible,žĥeпediblɛ,-0.08098414,
file,Ͳɪle,-0.6788522,
file,ʃiǁe,-1.7742386,
embassy,ĕmbaзsy,0.37967116,
embassy,eտɒǒӭsЫ,-3.2113638,
populations,poҏulätїonɢ,0.53217584,
populations,popűlaҼչɢʙs,-1.5799507,
guys,gũys,2.014052,
guys,ĝuys,3.4575787,
shots,ɞhots,0.29427972,
shots,shօts,4.747148,
cooperation,òɒбperaɩiċn,-0.32882714,
cooperation,ĉȱöpërãtióπ,-0.44478112,
florida,floridз,2.7902567,
florida,fīorida,3.913243,
mozambique,ϕoɛämbĺqԀe,-1.3514819,
mozambique,ϖozɑmοΙqοe,-1.8700762,
kissing,Ӿîssing,2.191065,
kissing,ǩiźsչřg,-0.012647174,
installing,ıʙstalling,1.6384214,
installing,inéʤaĩĺiɦg,-0.7281154,
idol,idoÌ,0.16070929,
idol,idɜl,-0.23045337,
chinese,cɧiňese,1.9477468,
chinese,áhinese,4.466206,
offering,oftering,4.1681437,
offering,ofϯɛring,2.6248236,
positions,ŋσsitions,0.2111839,
positions,posiťioлs,1.4716034,
dodge,aόdgɛ,0.46674764,
dodge,dodǵe,3.7286873,
satisfy,ԍɢtisfӵ,-1.9568543,
satisfy,saɩisfy,2.9958699,
monday,mondäy,4.157514,
monday,mondƨy,2.0119362,
upgrade,ȧȥԞbaϋϭ,-2.8721771,
upgrade,upͶrʚöé,-2.3818173,
flag,ϯiaX,-1.936036,
flag,ϊlag,-0.78228897,
humanities,hӓmænities,0.98977053,
humanities,buɷànıťiɛs,-0.4053315,
dock,ōoƈǩ,-0.786651,
dock,ŭooK,-2.138577,
beta,bɘȶa,0.16072524,
beta,bϲta,0.5383415,
waiting,wǒıȶing,0.09437978,
waiting,ʍaıtinқ,3.377198,
rogers,róɡenɵ,-1.8067825,
rogers,rόgéԻs,2.8864052,
bermuda,ɐĕrmuda,2.1092496,
bermuda,oēŉɰüđa,-2.096454,
allow,ʚlloψ,1.5661842,
allow,aͽlɞw,-0.5329774,
christianity,ɞhɼisτiünĺtȵ,-0.28928447,
christianity,ɛϧrisҿìсñiƭy,-0.9838686,
breaks,bnɛaƘs,0.7035629,
breaks,breʚҩs,-0.72216326,
ciao,ɞŀaօ,-2.4314256,
ciao,ɔiѕo,-1.1778624,
awareness,awarƶnȢsǝ,-0.09768334,
awareness,ƨwařenesš,1.2407784,
commission,ccmmɨssion,4.186002,
commission,commisɞ}on,1.483678,
robertson,rońertзon,0.49103695,
robertson,roƃerȶson,2.649099,
numeric,nuшɛriє,0.41789317,
numeric,numɵʀic,0.9015656,
fixed,fixeȧ,1.0438377,
fixed,ͱixϭd,-0.4939516,
huntington,hunƭɪɦgton,1.1663793,
huntington,huntingtoʀ,2.9215288,
activists,aoͳǣviӧҩs,-2.8654263,
activists,actįŗїɜťs,0.02604632,
denial,đɞĥiɑl,-1.158913,
denial,déпial,2.772135,
safety,ɐafetŷ,1.6856341,
safety,ӫafeιy,-0.9969557,
muscles,mԀӟƨ1eԀ,-1.7402089,
muscles,җûͼcles,0.22903351,
fitted,fitʥed,0.8039665,
fitted,fiǂtɘԀ,0.22031453,
supplier,supȿlieh,1.5632972,
supplier,sūǫplāͼr,0.6578818,
unauthorized,ϋřeűthɐrizeŭ,-0.34376743,
unauthorized,unauthobiɛɵʚ,0.2127147,
destruction,ӛԑӟՆпuctioh,-2.4789693,
destruction,äeʚtruction,0.1280232,
occur,ȯccūε,1.4580426,
occur,oϭbur,-1.4488215,
petition,petïťiօn,2.93091,
petition,pețȉtiɛn,2.977083,
current,curnent,4.3670926,
current,cʚɾrent,1.8797576,
option,opչion,-1.0983682,
option,optiòo,-1.7455803,
cnet,cneţ,4.6773415,
cnet,oŉet,-1.0339969,
citizenship,ѳiճiέeիshiʂ,-1.4264843,
citizenship,ŕiιiԻeґshiǾ,-0.64114034,
absent,abscnt,3.1415317,
absent,abɪehԢ,-1.0956063,
bathroom,bathоoom,4.5479407,
bathroom,bӟՆhróόm,-1.0746033,
sensitive,šenοitīve,1.3295298,
sensitive,sѕnŝiϊive,2.4772851,
evanescence,ɞԕƌnêscencɛ,-0.3463689,
evanescence,éƀanesceɾcë,0.4357283,
paint,дaint,-1.2723614,
paint,qaiгt,-0.3150561,
active,acƭivɵ,0.9317994,
active,ácțive,3.7628076,
chicks,chicks,4.817422,
chicks,chicΜs,0.59735686,
badly,bedlŷ,0.40027675,
badly,badlй,-0.91500103,
ctrl,ċͱnl,-0.8210546,
ctrl,cȶɦl,-0.9762702,
diversity,dĺveгsļty,1.7917161,
diversity,divҽrsity,4.607451,
lovers,lšvօɛs,3.6548007,
lovers,їovɨrɵ,-1.3390179,
edit,ϲϋɹt,-2.8538282,
edit,eԁit,4.7753596,
history,historӊ,1.9327848,
history,histcԦy,1.5403433,
danny,dunnА,-0.96137506,
danny,dannЫ,0.87137717,
completion,ɓomȵĺētŀon,-0.91517746,
completion,compıɞʕĭօͶ,-0.21232706,
scsi,scɢi,-0.07244874,
scsi,scsí,1.8811667,
thread,tńrзaü,-2.0991418,
thread,ɩhпөӟd,-2.0926008,
audience,ɞնüiʀŉce,-1.9212974,
audience,auȧiencɞ,1.9347924,
assured,assured,4.9903173,
assured,æssured,1.9808002,
permalink,øermaɬinǩ,0.117605686,
permalink,peԦЖaliǹK,1.0666081,
communist,вommuґĺsѸ,-1.5390823,
communist,cϭmmđŕɫsͲ,-1.3006008,
jazz,ȷaƾz,-1.2859205,
jazz,jaԑԵ,-1.6825159,
organizational,orġániɛa(ȉoĥaľ,0.55881006,
organizational,orgaŉiɘationӫľ,1.6050873,
oral,onaľ,0.7780995,
oral,ɔrȧl,0.07267335,
plus,իƚuʙ,-2.3932211,
plus,ŋlus,-1.0663701,
pharmacies,pharԏaĉieӛ,0.15482458,
pharmacies,ɆñarʍɑoΙes,-1.8524299,
destinations,deʁtĭnations,0.41680834,
destinations,desƪinatiύсs,0.2949848,
lebanon,lebanʚn,2.7757344,
lebanon,leöanօn,-0.18708703,
smith,ɞmItπ,-1.8950907,
smith,sʍith,4.818242,
ballet,bslǐeǀ,-0.72825766,
ballet,baílet,1.5761619,
accredited,accredǐtөd,3.3382986,
accredited,åccŉediteö,0.3072929,
rand,rɑod,-0.7982122,
rand,ʀáŉo,-2.691855,
occurrence,occurreñce,3.3591802,
occurrence,occurrҽněe,1.9966819,
prisoners,ørïsoneȑs,0.38429055,
prisoners,přΙsoիerӛ,-0.45487493,
camel,camсl,4.9812093,
camel,cǎmɛl,2.416563,
recent,reόɵnt,-0.75547475,
recent,rɛcent,2.6811187,
taking,ţaҜıng,1.111562,
taking,tԀking,4.4404635,
overview,ovʚrview,2.8060648,
overview,oʊeǹvåєw,0.12890396,
fisher,Ғishȯr,0.62637675,
fisher,ίisheԻ,1.7378961,
wichita,ԃicŕłҨa,-2.2243173,
wichita,wicŕita,1.043234,
trends,tȓeɅös,-1.8541499,
trends,ťrenôš,-0.8705135,
ultram,uÌƫǹaǋ,-0.22007279,
ultram,uÍtřaʙ,-0.60320467,
creator,crєʙǂor,1.3977656,
creator,crɞaƑoɼ,0.5468069,
agents,dкenɪs,0.0876139,
agents,agentə,3.0369692,
norfolk,nօrfօlк,3.4764197,
norfolk,norfclK,1.3052801,
completing,comçleting,2.966395,
completing,comρleƫing,4.6957855,
hose,ʙose,-0.75710326,
hose,hcsȅ,0.34152144,
relating,ʀelatɪϧқ,-0.86946344,
relating,rсƚatǐnģ,2.5984888,
tension,ťensicґ,2.3556354,
tension,ǀensĺon,-0.31141314,
farms,ſоrms,-0.8147901,
farms,ƒarms,4.89867,
sign,siқn,2.192494,
sign,ͽɬgn,-1.948385,
totally,toƫaƚly,4.661088,
totally,τotailи,-1.0959895,
upgrades,ϋϸgћǡdԑɢ,-2.1298494,
upgrades,upXơaӓes,-1.1322753,
characteristic,chӭraԑtɛπísҼic,0.65393335,
characteristic,ƶʀaгӭƈɎerisՆic,-0.85732853,
statement,ɐtātӫԽeht,-0.94734627,
statement,ͼtatemėԻŧ,0.9748071,
skills,skılls,4.8590837,
skills,zkͽlls,-0.21313083,
sheets,sheetƨ,2.4488976,
sheets,sǹeèts,2.3248177,
railway,ėäilwoy,-0.40446907,
railway,rӑilwdɡ,0.532231,
twin,ϯաin,0.6024533,
twin,fʍϫn,-1.0758702,
licensed,ĩicɘnsed,0.4940251,
licensed,żŀcbnsed,-0.4871917,
name,nǡme,1.7163699,
name,nӧme,-1.6075655,
prophet,pґoρhɛt,3.7657683,
prophet,ҏʙϭρŕєt,-0.9210339,
behavior,bƽĥaɇior,0.17038009,
behavior,benavicr,3.658892,
amanda,amaгaԀ,4.6946096,
amanda,amanuэ,-1.1999252,
expo,expö,3.9564133,
expo,êxpo,2.850325,
strange,sճrabge,-1.8042068,
strange,stȑange,3.776361,
validation,valɬda˕їoĥ,-0.10462308,
validation,ŗaɨϫda(їon,-1.4280688,
nurse,nucsс,3.7280571,
nurse,nuґsƶ,1.2755404,
myth,mɥҼń,-1.4332836,
myth,խytŕ,-0.63859767,
controlled,ƈontroìɫeо,-0.33775905,
controlled,cɛԀtՒolled,2.962107,
tracking,traċҥiηΝ,-0.26340395,
tracking,traԵĸing,4.374756,
plots,pĬćΐͽ,-3.1618042,
plots,ploϊs,0.16561568,
deutsch,deυτɢch,0.25540206,
deutsch,oϲuŧscʀ,-0.3473251,
beds,bedͼ,2.2774894,
beds,beös,-1.1091841,
lance,Ĭáŕce,-0.020734614,
lance,ǐȃnce,0.5458327,
crimes,brimeʛ,-1.5338593,
crimes,criʍeͼ,0.33095053,
joined,jόΙned,3.2293425,
joined,joińeӓ,0.3631496,
blacks,blaćkƽ,2.4646852,
blacks,bŀacks,2.6124382,
fever,ϊeveŕ,0.13570692,
fever,feԔer,0.91646016,
buyer,bǔyƨr,0.3371888,
buyer,ɓuyer,3.934299,
attention,áttenƳioϧ,1.0038748,
attention,attĕɾʣlon,-1.4255139,
represented,пepcesсntєd,2.691135,
represented,Իėprɵɘenƚɞd,-1.1063043,
feelings,fɛөlingʚ,1.7689981,
feelings,fɘɐlings,2.513448,
dont,öәnt,-1.7687188,
dont,doԀt,4.6949973,
bookmarks,ɵookmarks,2.0675206,
bookmarks,ȯookmоπks,0.31324953,
evolution,evolɑŧióп,1.2602359,
evolution,eƽoluιƨon,-0.6626554,
uncertainty,ɒґcӫrƚaĩntӌ,-1.3998308,
uncertainty,uԻcertзinty,2.7359042,
clicks,ċìiokś,0.56232953,
clicks,ͼliȯkŝ,0.24468514,
packard,packārd,4.064296,
packard,бackard,0.2543034,
warning,ѡaґniѳg,0.60583216,
warning,wοrning,1.1629328,
preceding,ʂrečedinM,-0.73421615,
preceding,prɞcөding,2.175823,
duck,dǒck,0.60230625,
duck,ϋɜck,-2.1096804,
sprint,sprıԻt,3.2029204,
sprint,spπinϯ,0.19818555,
hockey,hɵckөy,0.66488373,
hockey,hookey,2.719259,
posting,þestɫϲƹ,-2.3148484,
posting,posţing,4.495048,
phase,phåͼȅ,0.71658623,
phase,þŉasө,-0.07510495,
crash,cπasñ,-0.95925117,
crash,craśh,3.965714,
seminar,semϫhar,0.70512944,
seminar,ӭeѫinӫr,-2.0141084,
ministry,mïnistry,3.2005448,
ministry,miĥistrμ,0.38332528,
showers,shϭwërs,1.0115558,
showers,showerɔ,2.6753109,
territory,tɛǹritory,2.2991905,
territory,tėrriͱõrҹ,1.0216599,
enhancing,ënhaӎciґĝ,-1.0208768,
enhancing,єnhancing,4.8377156,
champagne,chaЏpagмe,-0.6076581,
champagne,chƨmpagne,2.748988,
genetic,genétic,3.7957315,
genetic,geɑetic,0.993601,
proportion,propcrtiόn,3.0724893,
proportion,pѓoportiɛŕ,2.2399025,
brother,ċroʈħer,0.4041918,
brother,brʚther,2.0123866,
french,ǀŕencħ,0.14552815,
french,frõnɓɧ,-2.1777928,
familiar,famϫlıar,2.1156325,
familiar,faǌilıar,3.3867497,
william,wilїĩaխ,0.4411008,
william,wiļliam,4.530112,
declined,ԁѥelinϧɢ,-0.5940641,
declined,deϵlìneα,-0.49434337,
abstract,azsƪrǎcʈ,-0.4049881,
abstract,abвճraćt,-0.71605283,
comprehensive,öʙmpгehϭnsivɵ,-0.4324557,
comprehensive,cόɱpñeոeɦơìve,-1.3958266,
sexually,sexuâliϺ,0.34458303,
sexually,sexuālly,4.2052813,
flesh,flesր,2.4627888,
flesh,flesհ,4.817708,
performed,pɘŕȸoԦωed,-2.1957037,
performed,peřfoɛʩөd,-0.4943583,
throw,tпєoѱ,-0.87323856,
throw,thɦoѡ,2.4100597,
victim,victiǇ,0.97738427,
victim,victiЊ,1.0883222,
tanks,tańѥs,1.3754555,
tanks,ʈankԑ,2.5359867,
consider,cƃnsider,2.6819115,
consider,consiǎer,3.1577606,
eminem,emiǹem,2.922799,
eminem,eminʉω,-1.2763481,
ours,òurа,0.81506795,
ours,oȯrз,-1.1945306,
hills,hiľle,0.78406817,
hills,ʀilĭs,-0.26296076,
boxing,ɓɔĸing,1.836277,
boxing,ɓȯмiɦg,-1.5147136,
devon,òevon,0.22107074,
devon,aϵvon,0.49927616,
gmbh,ǥmϭͶ,-1.7941924,
gmbh,ǧmbh,3.703033,
happy,haǿþy,0.3639649,
happy,haҏpч,3.433393,
drew,örȅw,-0.7110476,
drew,arew,4.387013,
bound,bcunǎ,-1.982479,
bound,bounu,1.7980862,
noble,noɒle,0.4963854,
noble,noblê,2.0522456,
sell,ͼeӏǐ,-1.3312831,
sell,se2Ĭ,-1.9947035,
methodology,mĕtřodɓîbgy,-1.3779712,
methodology,meſhođolɞgЫ,-0.4540892,
variety,ȍǟrietӌ,0.25807324,
variety,vaԵietɡ,0.09605678,
skip,sҚìȡ,0.81542903,
skip,sԞiɡ,-0.35094658,
schedule,ɞöhԑdule,-0.15461896,
schedule,ɵcheduїe,-0.24581923,
ozone,oooŉө,-2.0538344,
ozone,ozōne,1.4000804,
israel,iɞraѐʖ,-1.6350875,
israel,isràel,3.7345066,
pontiac,ȿԵntiac,1.0741957,
pontiac,pòntiac,3.144639,
changing,changiԵg,3.1221411,
changing,chanΝing,0.75101906,
includes,includeɔ,2.1267889,
includes,inϭƗȢɢeɵ,-3.0013647,
personals,pérsonalɪ,2.6735451,
personals,peсsonals,4.474857,
playlist,plսցlisǂ,0.4643309,
playlist,playliόt,0.9774606,
achieving,äohievinӄ,0.10530618,
achieving,achiɘvin¤,1.3511621,
hamburg,իāmbʁrg,0.5506322,
hamburg,hamόurg,1.848043,
authentication,auťhөnficatĭob,-0.13117374,
authentication,ǎǓthėԻticâŧion,1.2136843,
riverside,ŕivоԦsioe,-0.80006117,
riverside,rįҩeĥsiue,-1.5910075,
perfectly,perfectɬy,2.997484,
perfectly,pĕrfectΊy,2.0625658,
cheese,ehɵese,1.9749064,
cheese,oпeɵϩe,-2.7654533,
house,hеʁśՃ,-2.436377,
house,яoԀse,-0.6967546,
signing,ɢїMniɾg,-1.9548036,
signing,siμniʙg,-2.0286937,
advances,aüvǟńces,0.6520013,
advances,ӭdvaŉԵes,0.85448074,
technology,tecĥǹolόgӸ,1.0632856,
technology,tecгno˯cMɥ,-0.019822642,
inputs,æhpu҂ə,-2.778207,
inputs,inpǚts,3.505865,
spears,spearԍ,1.8403921,
spears,sqʙărs,-1.9449666,
presidential,pԵėsidėɦtiaĭ,0.6925733,
presidential,ǫresƚdentiđl,1.4488797,
trip,tɾiƞ,0.2157177,
trip,ճɐiƞ,-2.908878,
karaoke,ƙʙraѳԦe,-1.5275451,
karaoke,karãoke,3.399584,
mutual,Խɑʃuaă,-2.3211317,
mutual,mutGal,1.8532438,
shapes,ƨhƨpοs,-2.141576,
shapes,shâpes,2.9670153,
dress,ӥresϫ,-2.2808535,
dress,dreӕs,0.07690386,
reads,ԑëԍdŝ,-2.5149868,
reads,reaǚʛ,-2.258961,
negotiations,negc1iafiobƨ,-0.5936179,
negotiations,cegotЇationɜ,0.9604103,
commissioner,cȯmφšsśiɛńϭr,0.32144415,
commissioner,ccʍmïɞśϫoner,2.122121,
sample,öamplɞ,-1.7570381,
sample,sample,5.028966,
meaningful,meanїóǧfɺl,-0.110584274,
meaningful,ϕɵan;ϧɡfuƚ,-2.6851735,
essentially,ĕssenƒiɘǐlӴ,-2.04609,
essentially,ēsseñtièlՖy,-0.6851366,
whatever,whatevӫr,2.0282054,
whatever,ɷhatɘvөr,0.40974557,
terror,tзĥroπ,-1.8183373,
terror,ʈerґoñ,1.439959,
against,againɛƫ,1.9720067,
against,ágainͼt,2.3120792,
inspections,ɬοsէectŀoοs,-0.8177553,
inspections,įгsɕĕcѢioƃs,-1.6741436,
behavioral,оehaѨiɛrål,-0.10928732,
behavioral,beǹaĿiorƌı,-0.62772757,
shepherd,shepґerd,3.1876261,
shepherd,shѐpŉeƃd,-0.8082886,
stan,štah,0.6575238,
stan,ɵtɑM,-3.1178582,
normal,nѳπmɜƚ,-1.7544289,
normal,normaĬ,1.3285425,
kits,kitв,1.237593,
kits,ԟits,2.8325765,
cambridge,oáʍbŕidge,0.59424496,
cambridge,oaњbrżdge,-1.406922,
medium,жediuЊ,-1.0592346,
medium,mʫdšum,0.16570736,
deadly,âȇadƚн,-1.9136481,
deadly,dсädɬy,-0.8457196,
arcade,arcààe,2.6744971,
arcade,ãɾԵaöԙ,-2.2466779,
main,maıɦ,0.2972428,
main,mʚin,0.035127737,
hottest,hoʥ˕ӫsΐ,-2.9844127,
hottest,ԻottesҒ,1.3176455,
billion,ƃillion,1.8019398,
billion,biïîǻon,-0.9303573,
leonard,leόñaƨd,0.7179289,
leonard,leonară,1.1456307,
fetish,fètƚsĥ,0.7165264,
fetish,fetΙʚh,-0.22180615,
picks,pǐoϏə,-2.0581727,
picks,իicĸɜ,-2.164234,
narrow,narbԀա,-0.040653706,
narrow,narrόw,4.0534215,
constant,oonǝtɑñt,-1.994896,
constant,ɞпnstdnt,0.9338097,
stopping,stcpping,3.4429507,
stopping,sǂoppinҞ,1.8546796,
findarticles,fiԦãönťİεles,0.07209059,
findarticles,fƚnǒarticleͼ,0.28947043,
moves,moveɵ,0.44213808,
moves,móvөs,0.34656042,
inter,iԦtөr,-0.101719305,
inter,inteȑ,3.917864,
submission,sʊbψissiɓn,0.4142597,
submission,sdbmiɘsion,3.1063085,
sticky,ǝticky,2.1384907,
sticky,sͲicƘy,1.329512,
functional,fuԀoѸıòгal,-0.83203894,
functional,ճύnctɢօhđl,-0.8675046,
selections,seiecƪionɢ,1.3403984,
selections,ƨelөԀtioǹs,0.19497475,
monte,Ѧonte,-0.7998705,
monte,mōnte,2.6887763,
ultimate,ultŀma˕e,0.9589758,
ultimate,uitıտӟǂe,0.90565264,
temple,ͱcmրle,-1.2513672,
temple,teњpļɵ,-0.92408675,
hilton,hїltɔn,1.084285,
hilton,hïltön,3.613581,
deeper,deӫper,2.6818573,
deeper,ȫeȁдer,-2.9507706,
minor,mĭʀoӎ,-1.7164464,
minor,minon,4.779204,
armed,armeԀ,5.0960126,
armed,armeô,-0.41141537,
giants,Miańίs,-1.0379412,
giants,XiaŉҾö,-2.580645,
lower,ϫower,0.06562156,
lower,lcwɘr,1.8589087,
thereof,thɨreėf,0.5134728,
thereof,ȸheʀeof,0.043066874,
lauren,lǎuren,4.2981834,
lauren,Ȉʚurόґ,-1.3334438,
anytime,aňyιime,3.4625456,
anytime,ǒnyfīmӫ,-1.3228394,
told,tòїd,0.3074001,
told,toıd,1.9347928,
hugo,hugɓ,0.95567775,
hugo,Էugo,-0.7546132,
announcement,ånnϭɒҺɐemeŕt,-0.7113759,
announcement,эnnouncement,2.651625,
lions,liѳns,2.6258311,
lions,lionͼ,1.5435424,
conceptual,concѐpιdǎĭ,0.9054309,
conceptual,cօncepƫđal,3.6520255,
atmosphere,еǂmoͽpɾeĥe,0.036971502,
atmosphere,ʚfmʚspheʙe,-1.5980953,
elvis,ƶlvžs,-0.8521086,
elvis,eivis,4.8519306,
cents,oʙʀts,-1.6536347,
cents,ceñfͽ,-1.3107891,
perspective,perspɛctive,4.267153,
perspective,ρérɘçecǂive,1.4350805,
swing,sɸing,-1.7092235,
swing,əwing,0.7476368,
covers,coѨɵϧs,-2.2799647,
covers,coѣers,-0.070964314,
tide,tiöє,-0.8727619,
tide,tiӓe,3.496743,
bolt,boIճ,-1.1501563,
bolt,ʙoÏt,-1.9125158,
served,ǝʙrved,-0.17420028,
served,sɵґved,2.2801828,
parcel,parceī,2.0010362,
parcel,pɑɂϵʚl,-2.0850587,
reel,rоɛl,-0.29838803,
reel,reeӏ,4.007626,
missed,mŀsͼed,0.77125096,
missed,missea,2.331821,
normally,ŉoсmally,1.1045392,
normally,nόгmałly,1.6547748,
distributed,dlstribûtéa,1.1176715,
distributed,dɨstribateo,2.8674378,
tariff,tɞπiff,0.22416034,
tariff,ʣariff,1.4973993,
estimation,єԀtimatǣon,1.7753345,
estimation,estimatioŕ,3.7768786,
bean,bϵan,1.8119562,
bean,bєan,4.0372987,
developmental,develoþmenΐal,2.8972158,
developmental,dсԭelopխentàl,0.29703075,
node,oòde,-1.4548393,
node,nodɛ,4.6790967,
fighters,fչgŉteřs,0.97606593,
fighters,ǳìghƪƽɦs,-1.6614757,
mediterranean,ԋϵditerгɢnėæn,-0.3743601,
mediterranean,meƌiterranean,4.162129,
reliability,relǐabiliƒɣ,1.7119677,
reliability,ñeliābiÎity,1.148226,
referring,rêƤeŕԻing,1.6648818,
referring,referɾīng,3.9466515,
respond,respʚɦd,1.6349596,
respond,ńesqoիd,1.0924853,
indication,Iϲdicaʕion,3.0909555,
indication,iǹdicatîon,2.6184132,
breeds,breěds,3.470605,
breeds,ɒrԑɵds,0.74173903,
admission,äumisɔion,-0.9013129,
admission,aԀɷlssioп,-0.71456987,
november,ћoʊeǌɒec,-1.0921732,
november,noVeխber,-0.6513655,
eddie,eddiɘ,0.47700286,
eddie,eǒdie,-1.8043557,
anaheim,aԻäheǐm,2.0938027,
anaheim,anȧhɵim,1.8031182,
magazine,Ϧäǧƌɞiřc,-2.8095345,
magazine,magaziñe,2.4387498,
pulling,þuʖlįng,1.3177185,
pulling,puìling,2.7608755,
procurement,pґoċȢrement,0.8898408,
procurement,Цrëcurєφenȶ,-0.2538008,
writes,wґiҼаs,0.29542765,
writes,ѡritès,2.934412,
mood,moϧd,-0.34655058,
mood,ωood,-1.3498955,
organised,єσӎʚnisʉǙ,-2.682482,
organised,obқaԵiɜėd,-2.2162862,
transmitted,tranϩmiťϊȅd,1.6501123,
transmitted,traɞͼmitted,3.2645326,
encountered,ɛncounƭeԻcd,2.6920056,
encountered,eοɒoûnteceđ,-0.72400975,
allergy,aliѐrgy,0.23102482,
allergy,allerzy,3.0930812,
himself,ո1msӫlf,-1.4440832,
himself,ϧimselǀ,-1.1950469,
foot,fċo@,-2.1245425,
foot,fooί,-0.38057536,
basics,bãsƚcs,0.83804643,
basics,oӧsɔƨs,-2.9836676,
options,optϫcnͽ,-1.6240834,
options,ėpƪioñs,-0.619074,
tricks,tʙicks,1.388002,
tricks,tricǨs,4.1702967,
screensavers,зcreenͼavʚrs,1.0637571,
screensavers,ǝcrзƈʚsavers,0.3010378,
marked,Ѧärkeǟ,-0.5346131,
marked,փarЮed,-1.79949,
together,ιogether,1.5473955,
together,toMeճrer,-0.6792502,
lyrics,lyσiɔs,-0.35552505,
lyrics,lӌrics,3.8157496,
renewable,ŉenewabie,2.5783165,
renewable,reϲөwable,3.2829676,
literacy,liȶèraċy,2.3613324,
literacy,šƚtèracy,1.690091,
certification,certiίїcatɬon,1.6020513,
certification,cerťifiċaŀion,1.7202944,
dense,ԁenɛe,3.0328612,
dense,ӫenéӄ,-2.6644359,
wonderful,wondeѓtul,1.8531034,
wonderful,wonüͼrfuɨ,-1.1962214,
slovakia,sӀovaкià,2.8953552,
slovakia,sɬovaԋia,0.37358552,
projector,projëгtor,3.3287663,
projector,ϙrojeвtōr,-1.1078974,
went,wêrt,2.9189694,
went,wënt,3.3565257,
empty,emptÿ,3.7961364,
empty,ѐǊptɥ,0.5675861,
accommodations,accommodäъions,2.2045026,
accommodations,acɞomæoodtīońs,-0.09919918,
crawford,cräƜforԀ,1.8074706,
crawford,зrawforӭ,-0.19522218,
grammar,grԍmmaԻ,1.9891889,
grammar,gȓammär,3.6980987,
robinson,rɐоiŕɞon,0.15379947,
robinson,ȓօbïnson,1.9033347,
pins,plnͼ,-1.7293236,
pins,pinɘ,-0.40910786,
document,docɺment,1.7924063,
document,dȯcumȧիt,1.7261319,
adsl,adɵl,0.34006742,
adsl,зdsĭ,-1.9391488,
everybody,eԵerybody,3.585274,
everybody,everɥboȧy,2.1907372,
dentists,denϯĭsƭs,0.05131814,
dentists,üөntíʚtƨ,-2.5446448,
utilities,utilӏtĺes,2.8288572,
utilities,aǂilities,4.3611593,
nevada,ŕevada,2.3422549,
nevada,nɵvada,2.342369,
camcorders,cƨmcorderʚ,2.4222536,
camcorders,cȧώcōrdөrs,0.02776369,
free,˕ree,1.4139655,
free,fŉee,1.3344994,
chronicles,ĉhrđnicìes,2.4837875,
chronicles,chroпȉcįeɐ,1.0917195,
somalia,somaliэ,2.4276829,
somalia,sȯփsiiä,-0.13392606,
syracuse,sӌrԍcůse,0.91587657,
syracuse,ёųraćuse,0.9726736,
decided,dećŀded,0.83283496,
decided,dɞciäed,1.3130349,
boxes,ɛoxes,-0.046448987,
boxes,boxēɵ,-0.53510946,
specials,sþeo;aɬз,-1.7690022,
specials,eȿєcƚažs,0.19719058,
therapeutic,ίŕɞԻɜpɵutic,-0.95243055,
therapeutic,ƒϏɵrӭpєutic,0.6386035,
dust,đust,2.899368,
dust,őuǝt,-1.7489107,
pubmed,puѳψed,-0.2975545,
pubmed,ϸυbmeα,1.0893326,
restriction,restriσtiбn,1.1921054,
restriction,ɾeəҽԻictչoo,-1.0897278,
cookies,єooԋieɜ,-1.8778542,
cookies,cóokieə,1.236899,
communication,oommӓnication,2.8255022,
communication,còmԏuńiƨӧtiɛn,-1.1268617,
hollow,hoilow,3.3694115,
hollow,hóllɛw,2.0972085,
fred,frea,3.3264549,
fred,Ƒreá,0.3617091,
residential,řesɨdênſial,1.7364695,
residential,ѓeɘidential,1.3032529,
audio,åudiō,2.182271,
audio,audľɛ,-0.5495143,
sagem,sagem,4.6845055,
sagem,ɛağeɱ,-1.6930156,
digit,ӓiΚit,-0.37989703,
digit,digƚt,2.005982,
airline,airŀlne,1.3595592,
airline,airlihe,2.263269,
