Dataset,Prompting,Ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
legit,dces+ices,0.25,27,hateful,Yes,120,0.04794246903715541,827,0.33040351578106275,0.13,0.92,0.23,0.71,0.88,"[[1667    9]
 [ 716  111]]"
legit,dces+ices,0.25,27,hateful,No,2383,0.9520575309628446,1676,0.6695964842189372,0.99,0.7,0.82,0.71,0.88,"[[1667    9]
 [ 716  111]]"
legit,dces+ices,0.25,27,offensive,Yes,120,0.04794246903715541,990,0.39552536955653217,0.1,0.83,0.18,0.64,0.8,"[[1493   20]
 [ 890  100]]"
legit,dces+ices,0.25,27,offensive,No,2383,0.9520575309628446,1513,0.6044746304434678,0.99,0.63,0.77,0.64,0.8,"[[1493   20]
 [ 890  100]]"
legit,dces+ices,0.25,27,toxic,Yes,150,0.05992808629644426,1016,0.4059129045145825,0.1,0.69,0.18,0.62,0.7,"[[1440   47]
 [ 913  103]]"
legit,dces+ices,0.25,27,toxic,No,2353,0.9400719137035557,1487,0.5940870954854175,0.97,0.61,0.75,0.62,0.7,"[[1440   47]
 [ 913  103]]"
legit,dces+ices,0.25,28,hateful,Yes,120,0.04794246903715541,818,0.32680783060327606,0.14,0.93,0.24,0.71,0.87,"[[1677    8]
 [ 706  112]]"
legit,dces+ices,0.25,28,hateful,No,2383,0.9520575309628446,1685,0.6731921693967239,1.0,0.7,0.82,0.71,0.87,"[[1677    8]
 [ 706  112]]"
legit,dces+ices,0.25,28,offensive,Yes,120,0.04794246903715541,992,0.3963244107071514,0.1,0.8,0.17,0.63,0.79,"[[1487   24]
 [ 896   96]]"
legit,dces+ices,0.25,28,offensive,No,2383,0.9520575309628446,1511,0.6036755892928486,0.98,0.62,0.76,0.63,0.79,"[[1487   24]
 [ 896   96]]"
legit,dces+ices,0.25,28,toxic,Yes,150,0.05992808629644426,1027,0.41030763084298844,0.11,0.75,0.19,0.62,0.72,"[[1438   38]
 [ 915  112]]"
legit,dces+ices,0.25,28,toxic,No,2353,0.9400719137035557,1476,0.5896923691570116,0.97,0.61,0.75,0.62,0.72,"[[1438   38]
 [ 915  112]]"
legit,dces+ices,0.25,29,hateful,Yes,120,0.04794246903715541,828,0.33080303635637237,0.14,0.93,0.24,0.71,0.88,"[[1667    8]
 [ 716  112]]"
legit,dces+ices,0.25,29,hateful,No,2383,0.9520575309628446,1675,0.6691969636436277,1.0,0.7,0.82,0.71,0.88,"[[1667    8]
 [ 716  112]]"
legit,dces+ices,0.25,29,offensive,Yes,120,0.04794246903715541,940,0.37554934079105073,0.1,0.81,0.18,0.65,0.8,"[[1540   23]
 [ 843   97]]"
legit,dces+ices,0.25,29,offensive,No,2383,0.9520575309628446,1563,0.6244506592089493,0.99,0.65,0.78,0.65,0.8,"[[1540   23]
 [ 843   97]]"
legit,dces+ices,0.25,29,toxic,Yes,150,0.05992808629644426,988,0.39472632840591293,0.11,0.72,0.19,0.63,0.73,"[[1473   42]
 [ 880  108]]"
legit,dces+ices,0.25,29,toxic,No,2353,0.9400719137035557,1515,0.6052736715940871,0.97,0.63,0.76,0.63,0.73,"[[1473   42]
 [ 880  108]]"
legit,dces+ices,0.25,30,hateful,Yes,120,0.04794246903715541,828,0.33080303635637237,0.13,0.92,0.23,0.71,0.88,"[[1666    9]
 [ 717  111]]"
legit,dces+ices,0.25,30,hateful,No,2383,0.9520575309628446,1675,0.6691969636436277,0.99,0.7,0.82,0.71,0.88,"[[1666    9]
 [ 717  111]]"
legit,dces+ices,0.25,30,offensive,Yes,120,0.04794246903715541,987,0.39432680783060325,0.1,0.8,0.17,0.63,0.78,"[[1492   24]
 [ 891   96]]"
legit,dces+ices,0.25,30,offensive,No,2383,0.9520575309628446,1516,0.6056731921693967,0.98,0.63,0.77,0.63,0.78,"[[1492   24]
 [ 891   96]]"
legit,dces+ices,0.25,30,toxic,Yes,150,0.05992808629644426,1012,0.40431482221334397,0.09,0.63,0.16,0.61,0.69,"[[1435   56]
 [ 918   94]]"
legit,dces+ices,0.25,30,toxic,No,2353,0.9400719137035557,1491,0.595685177786656,0.96,0.61,0.75,0.61,0.69,"[[1435   56]
 [ 918   94]]"
legit,dces+ices,0.25,31,hateful,Yes,120,0.04794246903715541,813,0.3248102277267279,0.13,0.88,0.23,0.71,0.87,"[[1675   15]
 [ 708  105]]"
legit,dces+ices,0.25,31,hateful,No,2383,0.9520575309628446,1690,0.675189772273272,0.99,0.7,0.82,0.71,0.87,"[[1675   15]
 [ 708  105]]"
legit,dces+ices,0.25,31,offensive,Yes,120,0.04794246903715541,1051,0.4198961246504195,0.09,0.82,0.17,0.61,0.77,"[[1430   22]
 [ 953   98]]"
legit,dces+ices,0.25,31,offensive,No,2383,0.9520575309628446,1452,0.5801038753495805,0.98,0.6,0.75,0.61,0.77,"[[1430   22]
 [ 953   98]]"
legit,dces+ices,0.25,31,toxic,Yes,150,0.05992808629644426,1029,0.4111066719936077,0.1,0.67,0.17,0.61,0.69,"[[1424   50]
 [ 929  100]]"
legit,dces+ices,0.25,31,toxic,No,2353,0.9400719137035557,1474,0.5888933280063924,0.97,0.61,0.74,0.61,0.69,"[[1424   50]
 [ 929  100]]"
legit,dces+ices,0.25,32,hateful,Yes,120,0.04794246903715541,766,0.3060327606871754,0.14,0.9,0.24,0.73,0.88,"[[1725   12]
 [ 658  108]]"
legit,dces+ices,0.25,32,hateful,No,2383,0.9520575309628446,1737,0.6939672393128246,0.99,0.72,0.84,0.73,0.88,"[[1725   12]
 [ 658  108]]"
legit,dces+ices,0.25,32,offensive,Yes,120,0.04794246903715541,977,0.390331602077507,0.1,0.79,0.17,0.64,0.78,"[[1501   25]
 [ 882   95]]"
legit,dces+ices,0.25,32,offensive,No,2383,0.9520575309628446,1526,0.609668397922493,0.98,0.63,0.77,0.64,0.78,"[[1501   25]
 [ 882   95]]"
legit,dces+ices,0.25,32,toxic,Yes,150,0.05992808629644426,1011,0.40391530163803435,0.09,0.64,0.17,0.61,0.69,"[[1438   54]
 [ 915   96]]"
legit,dces+ices,0.25,32,toxic,No,2353,0.9400719137035557,1492,0.5960846983619656,0.96,0.61,0.75,0.61,0.69,"[[1438   54]
 [ 915   96]]"
legit,dces+ices,0.25,33,hateful,Yes,120,0.04794246903715541,821,0.328006392329205,0.13,0.92,0.23,0.71,0.88,"[[1672   10]
 [ 711  110]]"
legit,dces+ices,0.25,33,hateful,No,2383,0.9520575309628446,1682,0.6719936076707951,0.99,0.7,0.82,0.71,0.88,"[[1672   10]
 [ 711  110]]"
legit,dces+ices,0.25,33,offensive,Yes,120,0.04794246903715541,983,0.3927287255293648,0.09,0.74,0.16,0.63,0.77,"[[1489   31]
 [ 894   89]]"
legit,dces+ices,0.25,33,offensive,No,2383,0.9520575309628446,1520,0.6072712744706352,0.98,0.62,0.76,0.63,0.77,"[[1489   31]
 [ 894   89]]"
legit,dces+ices,0.25,33,toxic,Yes,150,0.05992808629644426,1016,0.4059129045145825,0.1,0.69,0.18,0.62,0.71,"[[1441   46]
 [ 912  104]]"
legit,dces+ices,0.25,33,toxic,No,2353,0.9400719137035557,1487,0.5940870954854175,0.97,0.61,0.75,0.62,0.71,"[[1441   46]
 [ 912  104]]"
legit,dces+ices,0.25,34,hateful,Yes,120,0.04794246903715541,812,0.3244107071514183,0.13,0.91,0.23,0.71,0.88,"[[1680   11]
 [ 703  109]]"
legit,dces+ices,0.25,34,hateful,No,2383,0.9520575309628446,1691,0.6755892928485817,0.99,0.7,0.82,0.71,0.88,"[[1680   11]
 [ 703  109]]"
legit,dces+ices,0.25,34,offensive,Yes,120,0.04794246903715541,1012,0.40431482221334397,0.1,0.84,0.18,0.63,0.79,"[[1472   19]
 [ 911  101]]"
legit,dces+ices,0.25,34,offensive,No,2383,0.9520575309628446,1491,0.595685177786656,0.99,0.62,0.76,0.63,0.79,"[[1472   19]
 [ 911  101]]"
legit,dces+ices,0.25,34,toxic,Yes,150,0.05992808629644426,1014,0.40511386336396327,0.1,0.7,0.18,0.62,0.71,"[[1444   45]
 [ 909  105]]"
legit,dces+ices,0.25,34,toxic,No,2353,0.9400719137035557,1489,0.5948861366360367,0.97,0.61,0.75,0.62,0.71,"[[1444   45]
 [ 909  105]]"
legit,dces+ices,0.25,35,hateful,Yes,120,0.04794246903715541,772,0.30842988413903316,0.14,0.92,0.25,0.73,0.89,"[[1721   10]
 [ 662  110]]"
legit,dces+ices,0.25,35,hateful,No,2383,0.9520575309628446,1731,0.6915701158609668,0.99,0.72,0.84,0.73,0.89,"[[1721   10]
 [ 662  110]]"
legit,dces+ices,0.25,35,offensive,Yes,120,0.04794246903715541,942,0.37634838194167,0.1,0.8,0.18,0.65,0.79,"[[1537   24]
 [ 846   96]]"
legit,dces+ices,0.25,35,offensive,No,2383,0.9520575309628446,1561,0.62365161805833,0.98,0.64,0.78,0.65,0.79,"[[1537   24]
 [ 846   96]]"
legit,dces+ices,0.25,35,toxic,Yes,150,0.05992808629644426,971,0.3879344786256492,0.11,0.69,0.18,0.63,0.71,"[[1485   47]
 [ 868  103]]"
legit,dces+ices,0.25,35,toxic,No,2353,0.9400719137035557,1532,0.6120655213743508,0.97,0.63,0.76,0.63,0.71,"[[1485   47]
 [ 868  103]]"
legit,dces+ices,0.25,36,hateful,Yes,120,0.04794246903715541,811,0.32401118657610867,0.14,0.94,0.24,0.72,0.9,"[[1685    7]
 [ 698  113]]"
legit,dces+ices,0.25,36,hateful,No,2383,0.9520575309628446,1692,0.6759888134238913,1.0,0.71,0.83,0.72,0.9,"[[1685    7]
 [ 698  113]]"
legit,dces+ices,0.25,36,offensive,Yes,120,0.04794246903715541,1025,0.40950858969236914,0.09,0.78,0.16,0.62,0.78,"[[1451   27]
 [ 932   93]]"
legit,dces+ices,0.25,36,offensive,No,2383,0.9520575309628446,1478,0.5904914103076309,0.98,0.61,0.75,0.62,0.78,"[[1451   27]
 [ 932   93]]"
legit,dces+ices,0.25,36,toxic,Yes,150,0.05992808629644426,1030,0.4115061925689173,0.1,0.69,0.18,0.61,0.71,"[[1427   46]
 [ 926  104]]"
legit,dces+ices,0.25,36,toxic,No,2353,0.9400719137035557,1473,0.5884938074310827,0.97,0.61,0.75,0.61,0.71,"[[1427   46]
 [ 926  104]]"
legit,dces+ices,0.25,37,hateful,Yes,120,0.04794246903715541,810,0.32361166600079905,0.13,0.9,0.23,0.71,0.88,"[[1681   12]
 [ 702  108]]"
legit,dces+ices,0.25,37,hateful,No,2383,0.9520575309628446,1693,0.676388333999201,0.99,0.71,0.82,0.71,0.88,"[[1681   12]
 [ 702  108]]"
legit,dces+ices,0.25,37,offensive,Yes,120,0.04794246903715541,1012,0.40431482221334397,0.1,0.82,0.17,0.63,0.8,"[[1470   21]
 [ 913   99]]"
legit,dces+ices,0.25,37,offensive,No,2383,0.9520575309628446,1491,0.595685177786656,0.99,0.62,0.76,0.63,0.8,"[[1470   21]
 [ 913   99]]"
legit,dces+ices,0.25,37,toxic,Yes,150,0.05992808629644426,1048,0.4186975629244906,0.1,0.71,0.18,0.61,0.71,"[[1411   44]
 [ 942  106]]"
legit,dces+ices,0.25,37,toxic,No,2353,0.9400719137035557,1455,0.5813024370755094,0.97,0.6,0.74,0.61,0.71,"[[1411   44]
 [ 942  106]]"
legit,dces+ices,0.25,38,hateful,Yes,120,0.04794246903715541,814,0.3252097483020376,0.14,0.92,0.24,0.71,0.88,"[[1679   10]
 [ 704  110]]"
legit,dces+ices,0.25,38,hateful,No,2383,0.9520575309628446,1689,0.6747902516979625,0.99,0.7,0.82,0.71,0.88,"[[1679   10]
 [ 704  110]]"
legit,dces+ices,0.25,38,offensive,Yes,120,0.04794246903715541,973,0.38873351977626847,0.1,0.82,0.18,0.64,0.8,"[[1509   21]
 [ 874   99]]"
legit,dces+ices,0.25,38,offensive,No,2383,0.9520575309628446,1530,0.6112664802237315,0.99,0.63,0.77,0.64,0.8,"[[1509   21]
 [ 874   99]]"
legit,dces+ices,0.25,38,toxic,Yes,150,0.05992808629644426,962,0.3843387934478626,0.11,0.7,0.19,0.64,0.73,"[[1496   45]
 [ 857  105]]"
legit,dces+ices,0.25,38,toxic,No,2353,0.9400719137035557,1541,0.6156612065521374,0.97,0.64,0.77,0.64,0.73,"[[1496   45]
 [ 857  105]]"
legit,dces+ices,0.25,39,hateful,Yes,120,0.04794246903715541,802,0.32041550139832203,0.14,0.93,0.24,0.72,0.9,"[[1693    8]
 [ 690  112]]"
legit,dces+ices,0.25,39,hateful,No,2383,0.9520575309628446,1701,0.679584498601678,1.0,0.71,0.83,0.72,0.9,"[[1693    8]
 [ 690  112]]"
legit,dces+ices,0.25,39,offensive,Yes,120,0.04794246903715541,951,0.37994406711945666,0.1,0.78,0.18,0.65,0.78,"[[1526   26]
 [ 857   94]]"
legit,dces+ices,0.25,39,offensive,No,2383,0.9520575309628446,1552,0.6200559328805434,0.98,0.64,0.78,0.65,0.78,"[[1526   26]
 [ 857   94]]"
legit,dces+ices,0.25,39,toxic,Yes,150,0.05992808629644426,1002,0.4003196164602477,0.1,0.65,0.17,0.62,0.68,"[[1448   53]
 [ 905   97]]"
legit,dces+ices,0.25,39,toxic,No,2353,0.9400719137035557,1501,0.5996803835397523,0.96,0.62,0.75,0.62,0.68,"[[1448   53]
 [ 905   97]]"
legit,dces+ices,0.25,40,hateful,Yes,120,0.04794246903715541,799,0.3192169396723931,0.14,0.91,0.24,0.72,0.87,"[[1693   11]
 [ 690  109]]"
legit,dces+ices,0.25,40,hateful,No,2383,0.9520575309628446,1704,0.6807830603276068,0.99,0.71,0.83,0.72,0.87,"[[1693   11]
 [ 690  109]]"
legit,dces+ices,0.25,40,offensive,Yes,120,0.04794246903715541,959,0.3831402317219337,0.1,0.78,0.17,0.64,0.79,"[[1517   27]
 [ 866   93]]"
legit,dces+ices,0.25,40,offensive,No,2383,0.9520575309628446,1544,0.6168597682780663,0.98,0.64,0.77,0.64,0.79,"[[1517   27]
 [ 866   93]]"
legit,dces+ices,0.25,40,toxic,Yes,150,0.05992808629644426,1002,0.4003196164602477,0.11,0.73,0.19,0.63,0.72,"[[1460   41]
 [ 893  109]]"
legit,dces+ices,0.25,40,toxic,No,2353,0.9400719137035557,1501,0.5996803835397523,0.97,0.62,0.76,0.63,0.72,"[[1460   41]
 [ 893  109]]"
legit,dces+ices,0.25,41,hateful,Yes,120,0.04794246903715541,799,0.3192169396723931,0.14,0.94,0.25,0.72,0.89,"[[1697    7]
 [ 686  113]]"
legit,dces+ices,0.25,41,hateful,No,2383,0.9520575309628446,1704,0.6807830603276068,1.0,0.71,0.83,0.72,0.89,"[[1697    7]
 [ 686  113]]"
legit,dces+ices,0.25,41,offensive,Yes,120,0.04794246903715541,995,0.3975229724330803,0.09,0.78,0.17,0.63,0.79,"[[1482   26]
 [ 901   94]]"
legit,dces+ices,0.25,41,offensive,No,2383,0.9520575309628446,1508,0.6024770275669197,0.98,0.62,0.76,0.63,0.79,"[[1482   26]
 [ 901   94]]"
legit,dces+ices,0.25,41,toxic,Yes,150,0.05992808629644426,1022,0.4083100279664403,0.1,0.69,0.18,0.61,0.71,"[[1435   46]
 [ 918  104]]"
legit,dces+ices,0.25,41,toxic,No,2353,0.9400719137035557,1481,0.5916899720335598,0.97,0.61,0.75,0.61,0.71,"[[1435   46]
 [ 918  104]]"
legit,dces+ices,0.25,42,hateful,Yes,120,0.04794246903715541,820,0.3276068717538953,0.13,0.92,0.23,0.71,0.87,"[[1673   10]
 [ 710  110]]"
legit,dces+ices,0.25,42,hateful,No,2383,0.9520575309628446,1683,0.6723931282461046,0.99,0.7,0.82,0.71,0.87,"[[1673   10]
 [ 710  110]]"
legit,dces+ices,0.25,42,offensive,Yes,120,0.04794246903715541,1009,0.4031162604874151,0.09,0.78,0.17,0.62,0.78,"[[1468   26]
 [ 915   94]]"
legit,dces+ices,0.25,42,offensive,No,2383,0.9520575309628446,1494,0.5968837395125849,0.98,0.62,0.76,0.62,0.78,"[[1468   26]
 [ 915   94]]"
legit,dces+ices,0.25,42,toxic,Yes,150,0.05992808629644426,1033,0.4127047542948462,0.1,0.67,0.17,0.61,0.68,"[[1421   49]
 [ 932  101]]"
legit,dces+ices,0.25,42,toxic,No,2353,0.9400719137035557,1470,0.5872952457051538,0.97,0.6,0.74,0.61,0.68,"[[1421   49]
 [ 932  101]]"
legit,dces+ices,0.25,43,hateful,Yes,120,0.04794246903715541,820,0.3276068717538953,0.14,0.94,0.24,0.71,0.89,"[[1676    7]
 [ 707  113]]"
legit,dces+ices,0.25,43,hateful,No,2383,0.9520575309628446,1683,0.6723931282461046,1.0,0.7,0.82,0.71,0.89,"[[1676    7]
 [ 707  113]]"
legit,dces+ices,0.25,43,offensive,Yes,120,0.04794246903715541,1030,0.4115061925689173,0.1,0.86,0.18,0.62,0.8,"[[1456   17]
 [ 927  103]]"
legit,dces+ices,0.25,43,offensive,No,2383,0.9520575309628446,1473,0.5884938074310827,0.99,0.61,0.76,0.62,0.8,"[[1456   17]
 [ 927  103]]"
legit,dces+ices,0.25,43,toxic,Yes,150,0.05992808629644426,1028,0.41070715141829806,0.1,0.65,0.17,0.61,0.7,"[[1423   52]
 [ 930   98]]"
legit,dces+ices,0.25,43,toxic,No,2353,0.9400719137035557,1475,0.589292848581702,0.96,0.6,0.74,0.61,0.7,"[[1423   52]
 [ 930   98]]"
legit,dces+ices,0.25,44,hateful,Yes,120,0.04794246903715541,839,0.33519776268477824,0.13,0.92,0.23,0.7,0.88,"[[1654   10]
 [ 729  110]]"
legit,dces+ices,0.25,44,hateful,No,2383,0.9520575309628446,1664,0.6648022373152217,0.99,0.69,0.82,0.7,0.88,"[[1654   10]
 [ 729  110]]"
legit,dces+ices,0.25,44,offensive,Yes,120,0.04794246903715541,992,0.3963244107071514,0.09,0.78,0.17,0.63,0.78,"[[1485   26]
 [ 898   94]]"
legit,dces+ices,0.25,44,offensive,No,2383,0.9520575309628446,1511,0.6036755892928486,0.98,0.62,0.76,0.63,0.78,"[[1485   26]
 [ 898   94]]"
legit,dces+ices,0.25,44,toxic,Yes,150,0.05992808629644426,1001,0.3999200958849381,0.1,0.67,0.17,0.62,0.7,"[[1452   50]
 [ 901  100]]"
legit,dces+ices,0.25,44,toxic,No,2353,0.9400719137035557,1502,0.600079904115062,0.97,0.62,0.75,0.62,0.7,"[[1452   50]
 [ 901  100]]"
legit,dces+ices,0.25,45,hateful,Yes,120,0.04794246903715541,829,0.331202556931682,0.13,0.88,0.22,0.7,0.86,"[[1659   15]
 [ 724  105]]"
legit,dces+ices,0.25,45,hateful,No,2383,0.9520575309628446,1674,0.668797443068318,0.99,0.7,0.82,0.7,0.86,"[[1659   15]
 [ 724  105]]"
legit,dces+ices,0.25,45,offensive,Yes,120,0.04794246903715541,976,0.3899320815021974,0.1,0.81,0.18,0.64,0.78,"[[1504   23]
 [ 879   97]]"
legit,dces+ices,0.25,45,offensive,No,2383,0.9520575309628446,1527,0.6100679184978026,0.98,0.63,0.77,0.64,0.78,"[[1504   23]
 [ 879   97]]"
legit,dces+ices,0.25,45,toxic,Yes,150,0.05992808629644426,998,0.3987215341590092,0.1,0.68,0.18,0.62,0.71,"[[1457   48]
 [ 896  102]]"
legit,dces+ices,0.25,45,toxic,No,2353,0.9400719137035557,1505,0.6012784658409908,0.97,0.62,0.76,0.62,0.71,"[[1457   48]
 [ 896  102]]"
legit,dces+ices,0.25,46,hateful,Yes,120,0.04794246903715541,804,0.3212145425489413,0.14,0.91,0.24,0.72,0.87,"[[1688   11]
 [ 695  109]]"
legit,dces+ices,0.25,46,hateful,No,2383,0.9520575309628446,1699,0.6787854574510588,0.99,0.71,0.83,0.72,0.87,"[[1688   11]
 [ 695  109]]"
legit,dces+ices,0.25,46,offensive,Yes,120,0.04794246903715541,999,0.3991210547343188,0.11,0.88,0.19,0.64,0.83,"[[1489   15]
 [ 894  105]]"
legit,dces+ices,0.25,46,offensive,No,2383,0.9520575309628446,1504,0.6008789452656812,0.99,0.62,0.77,0.64,0.83,"[[1489   15]
 [ 894  105]]"
legit,dces+ices,0.25,46,toxic,Yes,150,0.05992808629644426,1010,0.40351578106272473,0.11,0.74,0.19,0.63,0.73,"[[1454   39]
 [ 899  111]]"
legit,dces+ices,0.25,46,toxic,No,2353,0.9400719137035557,1493,0.5964842189372753,0.97,0.62,0.76,0.63,0.73,"[[1454   39]
 [ 899  111]]"
legit,dces+ices,0.25,47,hateful,Yes,120,0.04794246903715541,831,0.33200159808230123,0.13,0.91,0.23,0.71,0.87,"[[1661   11]
 [ 722  109]]"
legit,dces+ices,0.25,47,hateful,No,2383,0.9520575309628446,1672,0.6679984019176988,0.99,0.7,0.82,0.71,0.87,"[[1661   11]
 [ 722  109]]"
legit,dces+ices,0.25,47,offensive,Yes,120,0.04794246903715541,974,0.3891330403515781,0.1,0.79,0.17,0.64,0.78,"[[1504   25]
 [ 879   95]]"
legit,dces+ices,0.25,47,offensive,No,2383,0.9520575309628446,1529,0.6108669596484219,0.98,0.63,0.77,0.64,0.78,"[[1504   25]
 [ 879   95]]"
legit,dces+ices,0.25,47,toxic,Yes,150,0.05992808629644426,1009,0.4031162604874151,0.1,0.67,0.17,0.62,0.7,"[[1444   50]
 [ 909  100]]"
legit,dces+ices,0.25,47,toxic,No,2353,0.9400719137035557,1494,0.5968837395125849,0.97,0.61,0.75,0.62,0.7,"[[1444   50]
 [ 909  100]]"
legit,dces+ices,0.25,48,hateful,Yes,120,0.04794246903715541,825,0.32960447463044346,0.13,0.92,0.23,0.71,0.88,"[[1669    9]
 [ 714  111]]"
legit,dces+ices,0.25,48,hateful,No,2383,0.9520575309628446,1678,0.6703955253695565,0.99,0.7,0.82,0.71,0.88,"[[1669    9]
 [ 714  111]]"
legit,dces+ices,0.25,48,offensive,Yes,120,0.04794246903715541,981,0.3919296843787455,0.1,0.82,0.18,0.64,0.79,"[[1501   21]
 [ 882   99]]"
legit,dces+ices,0.25,48,offensive,No,2383,0.9520575309628446,1522,0.6080703156212545,0.99,0.63,0.77,0.64,0.79,"[[1501   21]
 [ 882   99]]"
legit,dces+ices,0.25,48,toxic,Yes,150,0.05992808629644426,980,0.39153016380343586,0.1,0.67,0.18,0.63,0.7,"[[1473   50]
 [ 880  100]]"
legit,dces+ices,0.25,48,toxic,No,2353,0.9400719137035557,1523,0.6084698361965641,0.97,0.63,0.76,0.63,0.7,"[[1473   50]
 [ 880  100]]"
legit,dces+ices,0.25,49,hateful,Yes,120,0.04794246903715541,777,0.3104274870155813,0.14,0.9,0.24,0.73,0.87,"[[1714   12]
 [ 669  108]]"
legit,dces+ices,0.25,49,hateful,No,2383,0.9520575309628446,1726,0.6895725129844187,0.99,0.72,0.83,0.73,0.87,"[[1714   12]
 [ 669  108]]"
legit,dces+ices,0.25,49,offensive,Yes,120,0.04794246903715541,986,0.39392728725529363,0.1,0.83,0.18,0.64,0.8,"[[1497   20]
 [ 886  100]]"
legit,dces+ices,0.25,49,offensive,No,2383,0.9520575309628446,1517,0.6060727127447063,0.99,0.63,0.77,0.64,0.8,"[[1497   20]
 [ 886  100]]"
legit,dces+ices,0.25,49,toxic,Yes,150,0.05992808629644426,1027,0.41030763084298844,0.11,0.74,0.19,0.62,0.72,"[[1437   39]
 [ 916  111]]"
legit,dces+ices,0.25,49,toxic,No,2353,0.9400719137035557,1476,0.5896923691570116,0.97,0.61,0.75,0.62,0.72,"[[1437   39]
 [ 916  111]]"
legit,dces+ices,0.25,50,hateful,Yes,120,0.04794246903715541,782,0.31242508989212947,0.14,0.93,0.25,0.73,0.89,"[[1713    8]
 [ 670  112]]"
legit,dces+ices,0.25,50,hateful,No,2383,0.9520575309628446,1721,0.6875749101078705,1.0,0.72,0.83,0.73,0.89,"[[1713    8]
 [ 670  112]]"
legit,dces+ices,0.25,50,offensive,Yes,120,0.04794246903715541,972,0.38833399920095885,0.09,0.75,0.16,0.64,0.78,"[[1501   30]
 [ 882   90]]"
legit,dces+ices,0.25,50,offensive,No,2383,0.9520575309628446,1531,0.6116660007990411,0.98,0.63,0.77,0.64,0.78,"[[1501   30]
 [ 882   90]]"
legit,dces+ices,0.25,50,toxic,Yes,150,0.05992808629644426,995,0.3975229724330803,0.1,0.67,0.18,0.62,0.72,"[[1459   49]
 [ 894  101]]"
legit,dces+ices,0.25,50,toxic,No,2353,0.9400719137035557,1508,0.6024770275669197,0.97,0.62,0.76,0.62,0.72,"[[1459   49]
 [ 894  101]]"
legit,dces+ices,0.25,51,hateful,Yes,120,0.04794246903715541,840,0.3355972832600879,0.13,0.89,0.22,0.7,0.86,"[[1650   13]
 [ 733  107]]"
legit,dces+ices,0.25,51,hateful,No,2383,0.9520575309628446,1663,0.6644027167399121,0.99,0.69,0.82,0.7,0.86,"[[1650   13]
 [ 733  107]]"
legit,dces+ices,0.25,51,offensive,Yes,120,0.04794246903715541,1007,0.4023172193367959,0.09,0.76,0.16,0.62,0.76,"[[1467   29]
 [ 916   91]]"
legit,dces+ices,0.25,51,offensive,No,2383,0.9520575309628446,1496,0.5976827806632041,0.98,0.62,0.76,0.62,0.76,"[[1467   29]
 [ 916   91]]"
legit,dces+ices,0.25,51,toxic,Yes,150,0.05992808629644426,1037,0.4143028365960847,0.1,0.69,0.18,0.61,0.69,"[[1420   46]
 [ 933  104]]"
legit,dces+ices,0.25,51,toxic,No,2353,0.9400719137035557,1466,0.5856971634039153,0.97,0.6,0.74,0.61,0.69,"[[1420   46]
 [ 933  104]]"
legit,dces+ices,0.25,52,hateful,Yes,120,0.04794246903715541,843,0.3367958449860168,0.13,0.92,0.23,0.7,0.88,"[[1650   10]
 [ 733  110]]"
legit,dces+ices,0.25,52,hateful,No,2383,0.9520575309628446,1660,0.6632041550139832,0.99,0.69,0.82,0.7,0.88,"[[1650   10]
 [ 733  110]]"
legit,dces+ices,0.25,52,offensive,Yes,120,0.04794246903715541,1015,0.4055133839392729,0.1,0.85,0.18,0.63,0.78,"[[1470   18]
 [ 913  102]]"
legit,dces+ices,0.25,52,offensive,No,2383,0.9520575309628446,1488,0.5944866160607272,0.99,0.62,0.76,0.63,0.78,"[[1470   18]
 [ 913  102]]"
legit,dces+ices,0.25,52,toxic,Yes,150,0.05992808629644426,1033,0.4127047542948462,0.1,0.7,0.18,0.61,0.7,"[[1425   45]
 [ 928  105]]"
legit,dces+ices,0.25,52,toxic,No,2353,0.9400719137035557,1470,0.5872952457051538,0.97,0.61,0.75,0.61,0.7,"[[1425   45]
 [ 928  105]]"
legit,dces+ices,0.25,53,hateful,Yes,120,0.04794246903715541,805,0.3216140631242509,0.14,0.92,0.24,0.72,0.88,"[[1688   10]
 [ 695  110]]"
legit,dces+ices,0.25,53,hateful,No,2383,0.9520575309628446,1698,0.6783859368757491,0.99,0.71,0.83,0.72,0.88,"[[1688   10]
 [ 695  110]]"
legit,dces+ices,0.25,53,offensive,Yes,120,0.04794246903715541,1005,0.4015181781861766,0.1,0.82,0.18,0.63,0.8,"[[1477   21]
 [ 906   99]]"
legit,dces+ices,0.25,53,offensive,No,2383,0.9520575309628446,1498,0.5984818218138234,0.99,0.62,0.76,0.63,0.8,"[[1477   21]
 [ 906   99]]"
legit,dces+ices,0.25,53,toxic,Yes,150,0.05992808629644426,1010,0.40351578106272473,0.1,0.7,0.18,0.62,0.72,"[[1448   45]
 [ 905  105]]"
legit,dces+ices,0.25,53,toxic,No,2353,0.9400719137035557,1493,0.5964842189372753,0.97,0.62,0.75,0.62,0.72,"[[1448   45]
 [ 905  105]]"
legit,dces+ices,0.25,54,hateful,Yes,120,0.04794246903715541,848,0.33879344786256493,0.13,0.95,0.24,0.7,0.88,"[[1649    6]
 [ 734  114]]"
