model,size,test,ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Mean Score,Med Score,∆ Score,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
llama2,13B,clean,0.0,23,hateful,Yes,553,0.19540636042402826,299,0.10565371024734982,0.3131095406360424,0.2,,0.5,0.27,0.35,0.8,0.7,"[[2128  403]
 [ 149  150]]"
llama2,13B,clean,0.0,23,hateful,No,2277,0.8045936395759717,2531,0.8943462897526502,0.3131095406360424,0.2,,0.84,0.93,0.89,0.8,0.7,"[[2128  403]
 [ 149  150]]"
llama2,13B,clean,0.0,23,offensive,Yes,878,0.3102473498233215,375,0.13250883392226148,0.33738515901060073,0.4,,0.79,0.34,0.47,0.77,0.73,"[[1874  581]
 [  78  297]]"
llama2,13B,clean,0.0,23,offensive,No,1952,0.6897526501766784,2455,0.8674911660777385,0.33738515901060073,0.4,,0.76,0.96,0.85,0.77,0.73,"[[1874  581]
 [  78  297]]"
llama2,13B,clean,0.0,23,toxic,Yes,507,0.17915194346289753,502,0.1773851590106007,0.41918727915194354,0.4,,0.61,0.61,0.61,0.86,0.86,"[[2128  200]
 [ 195  307]]"
llama2,13B,clean,0.0,23,toxic,No,2323,0.8208480565371025,2328,0.8226148409893993,0.41918727915194354,0.4,,0.91,0.92,0.92,0.86,0.86,"[[2128  200]
 [ 195  307]]"
llama2,13B,clean,0.0,24,hateful,Yes,553,0.19540636042402826,299,0.10565371024734982,0.3131095406360424,0.2,,0.5,0.27,0.35,0.8,0.7,"[[2128  403]
 [ 149  150]]"
llama2,13B,clean,0.0,24,hateful,No,2277,0.8045936395759717,2531,0.8943462897526502,0.3131095406360424,0.2,,0.84,0.93,0.89,0.8,0.7,"[[2128  403]
 [ 149  150]]"
llama2,13B,clean,0.0,24,offensive,Yes,878,0.3102473498233215,375,0.13250883392226148,0.33738515901060073,0.4,,0.79,0.34,0.47,0.77,0.73,"[[1874  581]
 [  78  297]]"
llama2,13B,clean,0.0,24,offensive,No,1952,0.6897526501766784,2455,0.8674911660777385,0.33738515901060073,0.4,,0.76,0.96,0.85,0.77,0.73,"[[1874  581]
 [  78  297]]"
llama2,13B,clean,0.0,24,toxic,Yes,507,0.17915194346289753,502,0.1773851590106007,0.41918727915194354,0.4,,0.61,0.61,0.61,0.86,0.86,"[[2128  200]
 [ 195  307]]"
llama2,13B,clean,0.0,24,toxic,No,2323,0.8208480565371025,2328,0.8226148409893993,0.41918727915194354,0.4,,0.91,0.92,0.92,0.86,0.86,"[[2128  200]
 [ 195  307]]"
llama2,13B,phonetic,0.125,0,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,0,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,0,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,0,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,0,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,0,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,1,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,1,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,1,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,1,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,1,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,1,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,2,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,2,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,2,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,2,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,2,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,2,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,3,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,3,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,3,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,3,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,3,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,3,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,4,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,4,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,4,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,4,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,4,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,4,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,5,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,5,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,5,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,5,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,5,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,5,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,6,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,6,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,6,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,6,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,6,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,6,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,7,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,7,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,7,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,7,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,7,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,7,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,8,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,8,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,8,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,8,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,8,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,8,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,9,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,9,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,9,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,9,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,9,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,9,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,10,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,10,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,10,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,10,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,10,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,10,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,11,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,11,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,11,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,11,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,11,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,11,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,12,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,12,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,12,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,12,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,12,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,12,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,13,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,13,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,13,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,13,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,13,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,13,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,14,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,14,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,14,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,14,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,14,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,14,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,15,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,15,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,15,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,15,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,15,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,15,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,16,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,16,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,16,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,16,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,16,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,16,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,17,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,17,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,17,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,17,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,17,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,17,toxic,No,2323,0.8208480565371025,2238,0.7908127208480565,0.4490812720848057,0.4,0.08685512367491166,0.91,0.88,0.9,0.83,0.83,"[[2046  192]
 [ 277  315]]"
llama2,13B,phonetic,0.125,18,hateful,Yes,553,0.19540636042402826,349,0.12332155477031802,0.3321201413427562,0.2,0.07031802120141342,0.42,0.27,0.33,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,18,hateful,No,2277,0.8045936395759717,2481,0.876678445229682,0.3321201413427562,0.2,0.07031802120141342,0.84,0.91,0.87,0.79,0.7,"[[2075  406]
 [ 202  147]]"
llama2,13B,phonetic,0.125,18,offensive,Yes,878,0.3102473498233215,337,0.11908127208480565,0.3392579505300353,0.4,0.05480565371024735,0.8,0.31,0.45,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,18,offensive,No,1952,0.6897526501766784,2493,0.8809187279151943,0.3392579505300353,0.4,0.05480565371024735,0.76,0.97,0.85,0.76,0.7,"[[1886  607]
 [  66  271]]"
llama2,13B,phonetic,0.125,18,toxic,Yes,507,0.17915194346289753,592,0.20918727915194346,0.4490812720848057,0.4,0.08685512367491166,0.53,0.62,0.57,0.83,0.83,"[[2046  192]
 [ 277  315]]"
